equipment_id,cycle,runtime_hours,vib_mean,vib_std,vib_max,temp_mean,temp_std,curr_mean,health_score,alert_level
EQ006,77,192.5,0.9414,0.0302,0.984,64.04,1.47,11.11,33.2,预警
EQ006,78,195.0,0.9487,0.0314,0.9866,64.55,1.35,11.145,32.5,预警
EQ006,79,197.5,0.9588,0.0311,1.0036,65.02,1.23,11.186,31.2,预警
EQ006,80,200.0,0.9708,0.0317,1.0264,65.33,1.28,11.22,29.9,危险
EQ006,81,202.5,0.9818,0.033,1.0351,65.69,1.28,11.254,29.1,危险
EQ006,82,205.0,0.9914,0.0294,1.0351,66.18,1.27,11.302,28.4,危险
EQ006,83,207.5,0.9985,0.027,1.0351,66.58,1.23,11.356,27.8,危险
EQ006,84,210.0,1.0084,0.0225,1.042,67.02,1.24,11.407,26.9,危险
EQ006,85,212.5,1.0139,0.0215,1.042,67.55,1.17,11.452,26.2,危险
EQ006,86,215.0,1.023,0.0258,1.075,67.9,1.3,11.511,24.4,危险
EQ006,87,217.5,1.0322,0.0263,1.0751,68.36,1.4,11.56,23.7,危险
EQ006,88,220.0,1.0413,0.0248,1.0786,68.86,1.53,11.635,22.7,危险
EQ006,89,222.5,1.0504,0.026,1.0945,69.23,1.44,11.673,21.6,危险
EQ006,90,225.0,1.0579,0.0286,1.1009,69.69,1.36,11.718,20.8,危险
EQ006,91,227.5,1.0652,0.0311,1.1086,70.21,1.34,11.775,19.8,危险
EQ006,92,230.0,1.0735,0.0296,1.1086,70.6,1.31,11.814,19.2,危险
EQ006,93,232.5,1.0836,0.027,1.1218,71.03,1.17,11.862,18.1,危险
EQ006,94,235.0,1.0916,0.0254,1.1223,71.44,1.11,11.901,17.5,危险
EQ006,95,237.5,1.0997,0.0174,1.1223,71.91,1.27,11.954,16.8,危险
EQ006,96,240.0,1.1071,0.0208,1.1495,72.31,1.23,11.983,15.3,危险
EQ006,97,242.5,1.1175,0.0273,1.1794,72.76,1.37,12.027,13.6,危险
EQ006,98,245.0,1.1279,0.03,1.1819,73.11,1.44,12.056,13.0,危险
EQ006,99,247.5,1.1361,0.031,1.1819,73.59,1.3,12.11,12.3,危险
EQ006,100,250.0,1.1448,0.0321,1.1879,74.01,1.23,12.161,11.5,危险
EQ006,101,252.5,1.1539,0.0335,1.1998,74.33,1.22,12.197,10.6,危险
EQ006,102,255.0,1.163,0.0312,1.1998,74.8,1.24,12.233,10.0,危险
EQ006,103,257.5,1.1737,0.0335,1.2292,75.3,1.25,12.281,9.5,危险
EQ006,104,260.0,1.1816,0.0295,1.2292,75.71,1.14,12.332,9.3,危险
EQ006,105,262.5,1.1927,0.0224,1.2292,76.04,1.18,12.383,9.0,危险
EQ006,106,265.0,1.2029,0.0237,1.252,76.42,1.09,12.426,8.7,危险
EQ006,107,267.5,1.2101,0.0262,1.252,76.77,1.19,12.476,8.5,危险
EQ006,108,270.0,1.2178,0.0279,1.2584,77.21,1.24,12.549,8.1,危险
EQ006,109,272.5,1.2282,0.0301,1.2811,77.63,1.25,12.598,7.8,危险
EQ006,110,275.0,1.2373,0.0302,1.2811,78.1,1.33,12.641,7.6,危险
EQ006,111,277.5,1.2465,0.0314,1.2918,78.58,1.23,12.689,7.3,危险
EQ006,112,280.0,1.2556,0.0284,1.2918,78.98,1.29,12.752,6.9,危险
EQ006,113,282.5,1.2642,0.0318,1.3148,79.33,1.33,12.812,6.6,危险
EQ006,114,285.0,1.2751,0.0266,1.3148,79.83,1.42,12.845,6.4,危险
EQ006,115,287.5,1.2857,0.0261,1.3325,80.3,1.39,12.873,6.3,危险
EQ006,116,290.0,1.2947,0.0283,1.3416,80.82,1.37,12.915,6.0,危险
EQ006,117,292.5,1.3047,0.0289,1.3516,81.15,1.19,12.951,5.8,危险
EQ006,118,295.0,1.3161,0.0307,1.3721,81.53,1.16,12.973,5.7,危险
EQ006,119,297.5,1.3243,0.0312,1.3721,82.05,1.29,13.006,5.5,危险
EQ006,120,300.0,1.3328,0.0291,1.3721,82.48,1.41,13.073,5.1,危险
